HMDB_ID,Match to inchikey1,Match to inchikey,Name,Pubchem_ID,KEGG_ID,ChEBI_ID,CAS,InchiKey,SMILES,InchiKey,InchiKey1,In MML or resource,BASF,Bowes-44,Tox21,AOP Wiki,CTD,IPA,T3DB,Publications,Resource coverage (%),HMDB disease,IPA Toxicity function,AOP Wiki AO,Publication AO,AO source coverage (%),IPA pathway,KEGG pathway,Reactome pathway,PathBank pathway,Pathway source coverage (%),"Total coverage score, %",In S1500+ pathways,S1500+ consistency score,Assay availability,Standard availability,Measurement feasibility score
HMDB0001514,MSWZFWKMSRAUBD,MSWZFWKMSRAUBD-IVMDWMLBSA-N,Glucosamine,439213,C00329,47977,3416-24-8,MSWZFWKMSRAUBD-IVMDWMLBSA-N,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,MSWZFWKMSRAUBD-IVMDWMLBSA-N,MSWZFWKMSRAUBD,MML,Yes,,,,,,,,12.5,Yes,Yes,,,50,,Yes,Yes,Yes,75,45.8,KEGG/Reactome,1,1,1,2
HMDB0001254,XHMJOUIAFHJHBW,XHMJOUIAFHJHBW-UKFBFLRUSA-N,Glucosamine 6-phosphate,439217,C00352,15873,3616-42-0,XHMJOUIAFHJHBW-UKFBFLRUSA-N,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,XHMJOUIAFHJHBW-UKFBFLRUSA-N,XHMJOUIAFHJHBW,Publications,,,,,,,,Yes,12.5,,,,Yes,25,Yes,Yes,Yes,Yes,100,45.8,KEGG/Reactome,1,1,1,2
HMDB0001129,OVRNDRQMDRJTHS,OVRNDRQMDRJTHS-OZRXBMAMSA-N,N-Acetylmannosamine,11096158,C00645,63154,7772-94-3,OVRNDRQMDRJTHS-OZRXBMAMSA-N,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,OVRNDRQMDRJTHS,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,Yes,Yes,,Yes,75,45.8,KEGG,1,1,1,2
HMDB0001565,YHHSONZFOIEMCP,YHHSONZFOIEMCP-UHFFFAOYSA-O,Phosphorylcholine,1014,C00588,18132,72556-74-2,YHHSONZFOIEMCP-UHFFFAOYSA-O,C[N+](C)(C)CCOP(O)(O)=O,YHHSONZFOIEMCP-UHFFFAOYSA-O,YHHSONZFOIEMCP,MML,,,,,,,,Yes,12.5,Yes,,,,25,Yes,Yes,Yes,Yes,100,45.8,KEGG/Reactome,1,1,1,2
HMDB0000253,,,Pregnenolone,8955,C01953,16581,145-13-1,ORNBQBCIOKFOEO-QGVNFLHTSA-N,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,ORNBQBCIOKFOEO-QGVNFLHTSA-N,ORNBQBCIOKFOEO,MML,,,,,,Yes,,,12.5,Yes,,,,25,Yes,Yes,Yes,Yes,100,45.8,KEGG/Reactome,1,0,1,1
HMDB0000279,ZDGJAHTZVHVLOT,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,160556,C00449,16927,997-68-2,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,ZDGJAHTZVHVLOT,MML,,,,,,,Yes,,12.5,Yes,,,,25,Yes,Yes,Yes,Yes,100,45.8,KEGG/Reactome,1,0,1,1
HMDB0006112,,,Malondialdehyde,10964,C19440,566274,542-78-9,WSMYVTOQOOLQHP-UHFFFAOYSA-N,O=CCC=O,WSMYVTOQOOLQHP-UHFFFAOYSA-N,WSMYVTOQOOLQHP,MML,,,,,Yes,,Yes,Yes,37.5,Yes,Yes,,Yes,75,,,Yes,,25,45.8,,0,1,1,2
HMDB0001086,,,Uroporphyrinogen III,1179,C01051,15437,1976-85-8,HUHWZXWWOFSFKF-UHFFFAOYSA-N,OC(=O)CCC1=C2CC3=C(CCC(O)=O)C(CC(O)=O)=C(CC4=C(CC(O)=O)C(CCC(O)=O)=C(CC5=C(CC(O)=O)C(CCC(O)=O)=C(CC(N2)=C1CC(O)=O)N5)N4)N3,HUHWZXWWOFSFKF-UHFFFAOYSA-N,HUHWZXWWOFSFKF,AOPwiki,,,,Yes,,,,,12.5,,,Yes,,25,Yes,Yes,Yes,Yes,100,45.8,KEGG/Reactome,1,0,0,0
HMDB0000643,,,Coproporphyrin I,,C05769,28421,531-14-6,VORBHEGMEBOMMB-JRHDEHKPSA-N,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4C)/C(CCC(O)=O)=C3C,VORBHEGMEBOMMB-JRHDEHKPSA-N,VORBHEGMEBOMMB,MML,,,,,Yes,,,Yes,25,Yes,,,Yes,50,,Yes,,Yes,50,41.7,KEGG,1,1,1,2
HMDB0001893,GVJHHUAWPYXKBD,GVJHHUAWPYXKBD-IEOSBIPESA-N,alpha-Tocopherol,14985,C02477,18145,10191-41-0,GVJHHUAWPYXKBD-IEOSBIPESA-N,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1,GVJHHUAWPYXKBD-IEOSBIPESA-N,GVJHHUAWPYXKBD,MML,Yes,,,,Yes,Yes,Yes,,50,Yes,,,,25,,Yes,Yes,,50,41.7,Reactome,1,1,1,2
HMDB0004610,AERBNCYCJBRYDG,AERBNCYCJBRYDG-KSZLIROESA-N,Phytosphingosine,122121,C12144,46961,388566-94-7,AERBNCYCJBRYDG-KSZLIROESA-N,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,AERBNCYCJBRYDG-KSZLIROESA-N,AERBNCYCJBRYDG,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,Yes,Yes,,50,41.7,KEGG/Reactome,1,1,1,2
HMDB0006528,YUFFSWGQGVEMMI,YUFFSWGQGVEMMI-JLNKQSITSA-N,Docosapentaenoic acid (22n-3),5497182,C16513,53488,244880-45-3,YUFFSWGQGVEMMI-JLNKQSITSA-N,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O,YUFFSWGQGVEMMI-JLNKQSITSA-N,YUFFSWGQGVEMMI,MML,Yes,,,,,,,Yes,25,Yes,,,,25,,Yes,Yes,Yes,75,41.7,KEGG/Reactome,1,1,1,2
HMDB0000124,GSXOAOHZAIYLCY,GSXOAOHZAIYLCY-HSUXUTPPSA-N,Fructose 6-phosphate,69507,C00085,15946,26177-86-6,GSXOAOHZAIYLCY-HSUXUTPPSA-N,OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,GSXOAOHZAIYLCY-HSUXUTPPSA-N,GSXOAOHZAIYLCY,MML,Yes,,,,Yes,,,,25,Yes,,,,25,Yes,Yes,,Yes,75,41.7,KEGG,1,1,1,2
HMDB0000008,,,2-Hydroxybutyric acid,11266,C05984,1148,5094-24-6,AFENDNXGAFYKQO-UHFFFAOYSA-N,CCC(O)C(O)=O,AFENDNXGAFYKQO-UHFFFAOYSA-N,AFENDNXGAFYKQO,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,Yes,,Yes,50,41.7,KEGG,1,1,1,2
HMDB0001336,CFFZDZCDUFSOFZ,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,"3,4-Dihydroxybenzeneacetic acid",547,C01161,41941,102-32-9,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,CFFZDZCDUFSOFZ,MML,Yes,,,,,,,Yes,25,Yes,,,,25,Yes,Yes,,Yes,75,41.7,KEGG,1,1,1,2
HMDB0000510,OYIFNHCXNCRBQI,OYIFNHCXNCRBQI-UHFFFAOYSA-N,Aminoadipic acid,469,C00956,37024,542-32-5,OYIFNHCXNCRBQI-UHFFFAOYSA-N,NC(CCCC(O)=O)C(O)=O,OYIFNHCXNCRBQI-UHFFFAOYSA-N,OYIFNHCXNCRBQI,MML,,,,,,,Yes,Yes,25,Yes,,,Yes,50,,Yes,,Yes,50,41.7,KEGG,1,1,1,2
HMDB0000139,RBNPOMFGQQGHHO,RBNPOMFGQQGHHO-UWTATZPHSA-N,Glyceric acid,439194,C00258,32398,207300-72-9,RBNPOMFGQQGHHO-UWTATZPHSA-N,OC[C@@H](O)C(O)=O,RBNPOMFGQQGHHO-UWTATZPHSA-N,RBNPOMFGQQGHHO,MML,,,,,,,Yes,Yes,25,Yes,,,,25,,Yes,Yes,Yes,75,41.7,KEGG/Reactome,1,1,1,2
HMDB0000237,XBDQKXXYIPTUBI,XBDQKXXYIPTUBI-UHFFFAOYSA-N,Propionic acid,1032,C00163,30768,79-09-4,XBDQKXXYIPTUBI-UHFFFAOYSA-N,CCC(O)=O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,XBDQKXXYIPTUBI,MML,,,,,,,Yes,Yes,25,Yes,,,,25,,Yes,Yes,Yes,75,41.7,KEGG/Reactome,1,1,1,2
HMDB0001358,NCYCYZXNIZJOKI,,Retinal,6436079,C00376,17898,116-31-4,NCYCYZXNIZJOKI-OVSJKPMPSA-N,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,NCYCYZXNIZJOKI-OVSJKPMPSA-N,NCYCYZXNIZJOKI,MML,,,Yes,,,Yes,,,25,,,,,0,Yes,Yes,Yes,Yes,100,41.7,KEGG/Reactome,1,0,1,1
HMDB0002329,,,Oxalic acid,971,C00209,16995,144-62-7,MUBZPKHOEPUJKR-UHFFFAOYSA-N,OC(=O)C(O)=O,MUBZPKHOEPUJKR-UHFFFAOYSA-N,MUBZPKHOEPUJKR,MML,,,,,,,Yes,Yes,25,Yes,Yes,,,50,,Yes,Yes,,50,41.7,KEGG/Reactome,1,1,1,2
HMDB0000767,PTJWIQPHWPFNBW,PTJWIQPHWPFNBW-GBNDHIKLSA-N,Pseudouridine,15047,C02067,17802,134907-84-9,PTJWIQPHWPFNBW-GBNDHIKLSA-N,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CNC(=O)NC1=O,PTJWIQPHWPFNBW-GBNDHIKLSA-N,PTJWIQPHWPFNBW,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,Yes,Yes,,50,41.7,KEGG/Reactome,1,1,1,2
HMDB0001032,,,Dehydroepiandrosterone sulfate,12594,C04555,16814,1095-56-3,CZWCKYRVOZZJNM-USOAJAOKSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O,CZWCKYRVOZZJNM-USOAJAOKSA-N,CZWCKYRVOZZJNM,MML,,,,,Yes,,Yes,,25,Yes,,,,25,,Yes,Yes,Yes,75,41.7,KEGG/Reactome,1,1,1,2
HMDB0010382,ASWBNKHCZGQVJV,ASWBNKHCZGQVJV-HSZRJFAPSA-N,LysoPC(16:0),460602,C04230,72998,17364-16-8,ASWBNKHCZGQVJV-HSZRJFAPSA-N,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,ASWBNKHCZGQVJV-HSZRJFAPSA-N,ASWBNKHCZGQVJV,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,Yes,,Yes,50,41.7,KEGG,1,1,1,2
HMDB0000210,GHOKWGTUZJEAQD,GHOKWGTUZJEAQD-ZETCQYMHSA-N,Pantothenic acid,6613,C00864,7916,867-81-2,GHOKWGTUZJEAQD-ZETCQYMHSA-N,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,GHOKWGTUZJEAQD-ZETCQYMHSA-N,GHOKWGTUZJEAQD,MML,Yes,,,,,,,Yes,25,Yes,,,,25,,Yes,Yes,Yes,75,41.7,KEGG/Reactome,1,1,1,2
HMDB0000153,PROQIPRRNZUXQM,PROQIPRRNZUXQM-ZXXIGWHRSA-N,Estriol,5756,C05141,27974,50-27-1,PROQIPRRNZUXQM-ZXXIGWHRSA-N,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,PROQIPRRNZUXQM-ZXXIGWHRSA-N,PROQIPRRNZUXQM,MML,,,,,Yes,,Yes,,25,Yes,,,,25,,Yes,Yes,Yes,75,41.7,KEGG,1,0,1,1
HMDB0000998,,,dCTP,65091,C00458,16311,102783-51-7,RGWHQCVHVJXOKC-SHYZEUOFSA-N,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,RGWHQCVHVJXOKC-SHYZEUOFSA-N,RGWHQCVHVJXOKC,MML,,,,,,,,Yes,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,1,1,2
HMDB0000845,,,Neopterin,4455,C05926,,2009-64-5,BMQYVXCPAOLZOK-UHFFFAOYSA-N,NC1=NC2=C(N=C(C=N2)C(O)C(O)CO)C(=O)N1,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,MML,,,,,,,Yes,,12.5,Yes,Yes,,,50,,Yes,,Yes,50,37.5,KEGG,1,0,1,1
HMDB0000694,HWXBTNAVRSUOJR,,L-2-Hydroxyglutaric acid,439939,C03196,32797,13095-48-2,HWXBTNAVRSUOJR-VKHMYHEASA-N,O[C@@H](CCC(O)=O)C(O)=O,HWXBTNAVRSUOJR-VKHMYHEASA-N,HWXBTNAVRSUOJR,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,Yes,Yes,75,37.5,KEGG/Reactome,1,0,1,1
HMDB0062496,PHIQHXFUZVPYII,PHIQHXFUZVPYII-UHFFFAOYSA-N,Malonyl-Carnitine,288,C00318,16347,44985-71-9,PHIQHXFUZVPYII-UHFFFAOYSA-N,C[N+](C)(C)CC(O)CC([O-])=O,PHIQHXFUZVPYII-UHFFFAOYSA-N,PHIQHXFUZVPYII,MML,,,,,Yes,,Yes,Yes,37.5,Yes,,,,25,Yes,Yes,,,50,37.5,,0,1,1,2
HMDB0001197,,,FADH,446013,C01352,17877,1910-41-4,YPZRHBJKEMOYQH-UYBVJOGSSA-N,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=C(N2)C(=O)NC(=O)N1,YPZRHBJKEMOYQH-UYBVJOGSSA-N,YPZRHBJKEMOYQH,IPA,,,,,,Yes,,,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,0,1,1
HMDB0001367,FZLJPEPAYPUMMR,FZLJPEPAYPUMMR-RTRLPJTCSA-N,N-Acetyl-glucosamine 1-phosphate,440272,C04256,7125,6866-69-9,FZLJPEPAYPUMMR-RTRLPJTCSA-N,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP(O)(O)=O,FZLJPEPAYPUMMR-RTRLPJTCSA-N,FZLJPEPAYPUMMR,MML,,,,,,,,Yes,12.5,,,,Yes,25,Yes,,Yes,Yes,75,37.5,Reactome,1,1,1,2
HMDB0000916,,,Uroporphyrin III,,C02469,15436,###############################################################################################################################################################################################################################################################,VZVFNUAIRVUCEW-UJJXFSCMSA-N,OC(=O)CCC1=C(CC(O)=O)/C2=C/C3=N/C(=C\C4=C(CCC(O)=O)C(CC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4CC(O)=O)/C(CC(O)=O)=C3CCC(O)=O,VZVFNUAIRVUCEW-UJJXFSCMSA-N,VZVFNUAIRVUCEW,MML,,,,,Yes,,Yes,Yes,37.5,,,,Yes,25,,Yes,,Yes,50,37.5,KEGG,1,1,1,2
HMDB0001275,,,Propionyl-CoA,439164,C00100,15539,317-66-8,QAQREVBBADEHPA-UXYNFSPESA-N,CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,QAQREVBBADEHPA-UXYNFSPESA-N,QAQREVBBADEHPA,T3DB,,,,,,,Yes,,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,0,1,1
HMDB0001425,,,Estrone sulfate,3001028,C02538,17474,438-67-5,JKKFKPJIXZFSSB-CBZIJGRNSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O,JKKFKPJIXZFSSB-CBZIJGRNSA-N,JKKFKPJIXZFSSB,MML,,,,,Yes,,,,12.5,Yes,,,,25,,Yes,Yes,Yes,75,37.5,KEGG/Reactome,1,1,1,2
HMDB0001259,,,Succinic acid semialdehyde,1112,C00232,16265,692-29-5,UIUJIQZEACWQSV-UHFFFAOYSA-N,OC(=O)CCC=O,UIUJIQZEACWQSV-UHFFFAOYSA-N,UIUJIQZEACWQSV,MML,,,,,,,Yes,,12.5,,Yes,,,25,Yes,Yes,,Yes,75,37.5,KEGG,1,0,1,1
HMDB0001318,,,4-Methylpentanal,129,C02373,17998,1119-16-0,JGEGJYXHCFUMJF-UHFFFAOYSA-N,CC(C)CCC=O,JGEGJYXHCFUMJF-UHFFFAOYSA-N,JGEGJYXHCFUMJF,CTD,,,,,Yes,,,,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,1,1,2
HMDB0004259,,,Acetyl-N-formyl-5-methoxykynurenamine,171161,C05642,,52450-38-1,JYWNYMJKURVPFH-UHFFFAOYSA-N,COC1=CC(C(=O)CCNC(C)=O)=C(NC=O)C=C1,JYWNYMJKURVPFH-UHFFFAOYSA-N,JYWNYMJKURVPFH,MML,,,,,,,,Yes,12.5,Yes,,,,25,Yes,Yes,,Yes,75,37.5,KEGG,1,1,1,2
HMDB0011134,,,5-HETE,5280733,C04805,28209,70608-72-9,KGIJOOYOSFUGPC-JGKLHWIESA-N,CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O,KGIJOOYOSFUGPC-JGKLHWIESA-N,KGIJOOYOSFUGPC,MML,,,,,Yes,,,,12.5,Yes,,,,25,,Yes,Yes,Yes,75,37.5,KEGG,1,1,1,2
HMDB0006111,,,12-HETE,5312983,C14777,34146,71030-37-0,ZNHVWPKMFKADKW-FYMOKONMSA-N,CCCCC\C=C/CC(O)\C=C/C=C\C\C=C\CCCC(O)=O,ZNHVWPKMFKADKW-FYMOKONMSA-N,ZNHVWPKMFKADKW,MML,,,,,Yes,,,,12.5,Yes,,,,25,Yes,Yes,Yes,,75,37.5,KEGG/Reactome,1,1,1,2
HMDB0002710,,,Prostaglandin J2,5280884,C05957,27485,60203-57-8,UQOQENZZLBSFKO-POPPZSFYSA-N,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)C=CC1=O,UQOQENZZLBSFKO-POPPZSFYSA-N,UQOQENZZLBSFKO,MML,,,,,,,,Yes,12.5,,Yes,,,25,,Yes,Yes,Yes,75,37.5,KEGG,1,1,1,2
HMDB0001375,,,3-Hydroxy-3-methylglutaryl-CoA,439218,C00356,15467,1553-55-5,CABVTRNMFUVUDM-MIGRVSMKSA-N,C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,CABVTRNMFUVUDM-MIGRVSMKSA-N,CABVTRNMFUVUDM,IPA,,,,,,Yes,,,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,0,1,1
HMDB0006254,,,4-Hydroxyretinoic acid,6438629,C16677,63795,66592-72-1,KGUMXGDKXYTTEY-FRCNGJHJSA-N,C\C(\C=C\C1=C(C)C(O)CCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,KGUMXGDKXYTTEY-FRCNGJHJSA-N,KGUMXGDKXYTTEY,IPA,,,,,,Yes,,,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,0,1,1
HMDB0001423,,,Coenzyme A,87642,C00010,1146900,55672-92-9,RGJOEKWQDUBAIZ-IBOSZNHHSA-N,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS,RGJOEKWQDUBAIZ-IBOSZNHHSA-N,RGJOEKWQDUBAIZ,IPA,,,,,,Yes,,,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,0,1,1
HMDB0001976,,,Docosapentaenoic acid (22n-6),6441454,,65136,2313-14-6,AVKOENOBFIYBSA-WMPRHZDHSA-N,CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,AVKOENOBFIYBSA-WMPRHZDHSA-N,AVKOENOBFIYBSA,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,Yes,Yes,50,37.5,,0,1,1,2
HMDB0001175,,,Malonyl-CoA,10663,C00083,15531,524-14-1,LTYOQGRJFJAKNA-VFLPNFFSSA-N,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O,LTYOQGRJFJAKNA-VFLPNFFSSA-N,LTYOQGRJFJAKNA,CTD,,,,,Yes,,,,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,1,1,2
HMDB0002917,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-NGQZWQHPSA-N,D-Xylitol,6912,C02895,17151,87-99-0,HEBKCHPVOIAQTA-NGQZWQHPSA-N,OC[C@H](O)C(O)[C@H](O)CO,HEBKCHPVOIAQTA-NGQZWQHPSA-N,HEBKCHPVOIAQTA,MML,Yes,,,,,Yes,,Yes,37.5,Yes,,,,25,Yes,,Yes,,50,37.5,Reactome,1,1,1,2
HMDB0001473,,,Dihydroxyacetone phosphate,668,C00111,16108,102783-56-2,GNGACRATGGDKBX-UHFFFAOYSA-N,OCC(=O)COP(O)(O)=O,GNGACRATGGDKBX-UHFFFAOYSA-N,GNGACRATGGDKBX,MML,,,,,,,,Yes,12.5,Yes,,,,25,Yes,Yes,,Yes,75,37.5,KEGG,1,1,1,2
HMDB0000807,OSJPPGNTCRNQQC,OSJPPGNTCRNQQC-UHFFFAOYSA-N,3-Phosphoglyceric acid,724,C00597,17050,3443-58-1,OSJPPGNTCRNQQC-UHFFFAOYSA-N,OC(COP(O)(O)=O)C(O)=O,OSJPPGNTCRNQQC-UHFFFAOYSA-N,OSJPPGNTCRNQQC,MML,Yes,,,,,,,,12.5,Yes,Yes,,,50,Yes,,,Yes,50,37.5,,0,1,1,2
HMDB0000201,RDHQFKQIGNGIED,RDHQFKQIGNGIED-MRVPVSSYSA-N,L-Acetylcarnitine,7045767,C02571,73024,5080-50-2,RDHQFKQIGNGIED-MRVPVSSYSA-N,CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,RDHQFKQIGNGIED-MRVPVSSYSA-N,RDHQFKQIGNGIED,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,Yes,,Yes,50,37.5,,0,1,1,2
HMDB0001397,RQFCJASXJCIDSX,RQFCJASXJCIDSX-UUOKFMHZSA-N,Guanosine monophosphate,6804,C00144,17345,1333479,RQFCJASXJCIDSX-UUOKFMHZSA-N,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,RQFCJASXJCIDSX-UUOKFMHZSA-N,RQFCJASXJCIDSX,MML,,,,,,,,Yes,12.5,,,,,0,Yes,Yes,Yes,Yes,100,37.5,KEGG/Reactome,1,1,1,2
HMDB0000896,,,Taurodeoxycholic acid,2733768,C05463,9410,516-50-7,AWDRATDZQPNJFN-VAYUFCLWSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,AWDRATDZQPNJFN-VAYUFCLWSA-N,AWDRATDZQPNJFN,MML,,,,,,,,Yes,12.5,Yes,Yes,,Yes,75,,,,Yes,25,37.5,,0,1,1,2
HMDB0000222,XOMRRQXKHMYMOC,XOMRRQXKHMYMOC-OAQYLSRUSA-N,L-Palmitoylcarnitine,11953816,C02990,17490,1935-18-8,XOMRRQXKHMYMOC-OAQYLSRUSA-N,CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,XOMRRQXKHMYMOC-OAQYLSRUSA-N,XOMRRQXKHMYMOC,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,Yes,Yes,75,37.5,KEGG,1,1,1,2
HMDB0001123,RWZYAGGXGHYGMB,RWZYAGGXGHYGMB-UHFFFAOYSA-N,2-Aminobenzoic acid,227,C00108,30754,118-92-3,RWZYAGGXGHYGMB-UHFFFAOYSA-N,NC1=CC=CC=C1C(O)=O,RWZYAGGXGHYGMB-UHFFFAOYSA-N,RWZYAGGXGHYGMB,MML,,,,,Yes,,Yes,Yes,37.5,Yes,,,,25,,Yes,,Yes,50,37.5,KEGG,1,1,1,2
HMDB0000318,,,"3,4-Dihydroxyphenylglycol",91528,C05576,1387,28822-73-3,MTVWFVDWRVYDOR-UHFFFAOYSA-N,OCC(O)C1=CC(O)=C(O)C=C1,MTVWFVDWRVYDOR-UHFFFAOYSA-N,MTVWFVDWRVYDOR,MML,Yes,,,,,,,,12.5,Yes,,,,25,Yes,Yes,,Yes,75,37.5,KEGG,1,1,1,2
HMDB0000101,OLXZPDWKRNYJJZ,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,Deoxyadenosine,13730,C00559,17256,0958-09-08,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,OLXZPDWKRNYJJZ,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,Yes,Yes,75,37.5,KEGG/Reactome,1,0,1,1
HMDB0002024,PRJKNHOMHKJCEJ,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,Imidazoleacetic acid,96215,C02835,16974,3251-69-2,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,OC(=O)CC1=CN=CN1,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,PRJKNHOMHKJCEJ,MML,,,,,,,,Yes,12.5,,,,Yes,25,Yes,Yes,,Yes,75,37.5,KEGG,1,1,1,2
HMDB0000881,,,Xanthurenic acid,5699,C02470,217069,59-00-7,FBZONXHGGPHHIY-UHFFFAOYSA-N,OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1,FBZONXHGGPHHIY-UHFFFAOYSA-N,FBZONXHGGPHHIY,MML,,,,,,,,Yes,12.5,Yes,Yes,,,50,,Yes,,Yes,50,37.5,KEGG,1,1,1,2
